Timestamp_End,Duration,UTC_Time
399.3421630859375,0.2584228515625,2023-01-26T19:23:32.013205
400.2822265625,0.12066650390625,2023-01-26T19:23:32.954081
401.1622314453125,0.116302490234375,2023-01-26T19:23:33.833047
401.93218994140625,0.1270751953125,2023-01-26T19:23:34.603043
402.6822204589844,0.11981201171875,2023-01-26T19:23:35.353244
404.4922180175781,0.131866455078125,2023-01-26T19:23:37.168463
407.2821960449219,0.130706787109375,2023-01-26T19:23:39.953222
410.9621887207031,0.198944091796875,2023-01-26T19:23:43.634192
412.8122863769531,0.1475830078125,2023-01-26T19:23:45.491730
413.4726867675781,0.116912841796875,2023-01-26T19:23:46.144008
414.17218017578125,0.18701171875,2023-01-26T19:23:46.843137
414.91265869140625,0.2086181640625,2023-01-26T19:23:47.584816
415.832763671875,0.11859130859375,2023-01-26T19:23:48.504141
416.96221923828125,0.11029052734375,2023-01-26T19:23:49.633640
419.80224609375,0.107025146484375,2023-01-26T19:23:52.473082
420.53216552734375,0.126708984375,2023-01-26T19:23:53.202805
421.522216796875,0.133331298828125,2023-01-26T19:23:54.193803
422.4326477050781,0.129119873046875,2023-01-26T19:23:55.103657
423.44219970703125,0.1048583984375,2023-01-26T19:23:56.112265
424.7023620605469,0.192474365234375,2023-01-26T19:23:57.373863
426.1822204589844,0.126312255859375,2023-01-26T19:23:58.852997
427.3721618652344,0.142333984375,2023-01-26T19:24:00.043070
428.0621643066406,0.110687255859375,2023-01-26T19:24:00.732222
428.9129333496094,0.1429443359375,2023-01-26T19:24:01.583908
433.76220703125,0.2408447265625,2023-01-26T19:24:06.433532
434.8421936035156,0.300048828125,2023-01-26T19:24:07.518650
437.1823425292969,0.643035888671875,2023-01-26T19:24:09.860099
442.3929443359375,0.214202880859375,2023-01-26T19:24:15.062894
442.9423522949219,0.231353759765625,2023-01-26T19:24:15.619370
444.62237548828125,0.117431640625,2023-01-26T19:24:17.293405
445.6822509765625,0.141815185546875,2023-01-26T19:24:18.354330
446.1622314453125,0.14544677734375,2023-01-26T19:24:18.833102
449.7822265625,0.145111083984375,2023-01-26T19:24:22.452799
450.76220703125,0.12060546875,2023-01-26T19:24:23.432442
