Number of frames: 2750
Frequency: 250
Units: mm

Frame,finger x,finger y,finger z,wrist x,wrist y,wrist z
95,267.807830811,-220.147949219,172.507110596,353.397613525,-303.340393066,266.659332275,
96,268.120819092,-219.365325928,171.457717896,353.158477783,-303.220581055,265.910766602,
97,268.450653076,-218.541870117,170.329727173,352.892700195,-303.089080811,265.099243164,
98,268.801818848,-217.675827026,169.127227783,352.619049072,-302.941986084,264.234405518,
99,269.174682617,-216.766708374,167.852493286,352.290496826,-302.779693604,263.298034668,
100,269.614868164,-215.811431885,166.503707886,351.962738037,-302.601776123,262.300109863,
101,270.088958740,-214.798706055,165.085052490,351.657348633,-302.405364990,261.241577148,
102,270.546813965,-213.745727539,163.599594116,351.318908691,-302.185302734,260.117736816,
103,271.039398193,-212.651687622,162.067230225,350.933013916,-301.940826416,258.932250977,
104,271.533660889,-211.517272949,160.471542358,350.541534424,-301.672088623,257.692260742,
105,272.040924072,-210.330337524,158.790115356,350.148345947,-301.371307373,256.392883301,
106,272.537414551,-209.090957642,157.042236328,349.780364990,-301.028594971,255.037307739,
107,273.060882568,-207.802810669,155.264953613,349.397979736,-300.653778076,253.637649536,
108,273.577056885,-206.497863770,153.449447632,349.021636963,-300.236145020,252.193801880,
109,274.101135254,-205.197875977,151.579101563,348.670623779,-299.788055420,250.701248169,
110,274.606994629,-203.915695190,149.662673950,348.325317383,-299.290130615,249.155456543,
111,275.131988525,-202.671249390,147.687149048,347.960540771,-298.756317139,247.565505981,
112,275.637908936,-201.448593140,145.647308350,347.633666992,-298.195007324,245.918853760,
113,276.093414307,-200.240234375,143.542968750,347.288482666,-297.611846924,244.221206665,
114,276.570800781,-199.046356201,141.375213623,346.947784424,-297.006896973,242.467834473,
115,277.027099609,-197.854476929,139.157058716,346.631774902,-296.379058838,240.660675049,
116,277.455139160,-196.667984009,136.885925293,346.308715820,-295.720489502,238.818176270,
117,277.835479736,-195.484756470,134.571990967,345.967803955,-295.040130615,236.925857544,
118,278.244812012,-194.318618774,132.204345703,345.622070313,-294.356750488,234.979263306,
119,278.569946289,-193.174880981,129.783065796,345.272338867,-293.672332764,232.989257813,
120,278.825714111,-192.069229126,127.289169312,344.927032471,-292.983825684,230.955505371,
121,279.073577881,-191.002639771,124.750350952,344.552032471,-292.279479980,228.880722046,
122,279.291381836,-189.949432373,122.163803101,344.179809570,-291.579864502,226.768539429,
123,279.522949219,-188.911102295,119.528015137,343.808959961,-290.870208740,224.626892090,
124,279.753143311,-187.895004272,116.857406616,343.436096191,-290.166015625,222.450683594,
125,279.992401123,-186.901229858,114.148681641,343.050659180,-289.470764160,220.243423462,
126,280.225860596,-185.944732666,111.409729004,342.628265381,-288.776489258,218.016235352,
127,280.483642578,-185.026290894,108.653533936,342.245330811,-288.098022461,215.776428223,
128,280.703796387,-184.160812378,105.876892090,341.927093506,-287.429870605,213.531524658,
129,280.943176270,-183.356002808,103.098060608,341.564697266,-286.759704590,211.282714844,
130,281.148529053,-182.607864380,100.329986572,341.167236328,-286.102142334,209.039093018,
131,281.282958984,-181.906967163,97.576667786,340.699005127,-285.445251465,206.815551758,
132,281.422241211,-181.245971680,94.850791931,340.209838867,-284.788452148,204.613403320,
133,281.483367920,-180.599716187,92.163398743,339.738372803,-284.142456055,202.441070557,
134,281.449920654,-179.972625732,89.534225464,339.298797607,-283.509979248,200.301971436,
135,281.297576904,-179.377151489,86.954429626,338.908691406,-282.877838135,198.204910278,
136,281.034118652,-178.789337158,84.458587646,338.566070557,-282.252075195,196.158081055,
137,280.701354980,-178.194900513,82.045631409,338.217529297,-281.631927490,194.161483765,
138,280.315521240,-177.596679688,79.740318298,337.873474121,-281.011596680,192.216705322,
139,279.822479248,-176.977661133,77.552375793,337.581787109,-280.406707764,190.317733765,
140,279.292633057,-176.345657349,75.478775024,337.299835205,-279.818969727,188.463272095,
141,278.728424072,-175.710479736,73.531555176,337.097595215,-279.249328613,186.651275635,
142,278.132202148,-175.082473755,71.705284119,336.878906250,-278.701873779,184.889572144,
143,277.561401367,-174.460311890,69.982467651,336.613800049,-278.178131104,183.176513672,
144,276.996246338,-173.855560303,68.351020813,336.319335938,-277.672882080,181.509185791,
145,276.432281494,-173.280197144,66.790893555,335.953399658,-277.191131592,179.892410278,
146,275.928100586,-172.745391846,65.288764954,335.564788818,-276.735015869,178.318099976,
147,275.406616211,-172.250991821,63.830223083,335.157592773,-276.299774170,176.788299561,
148,274.953979492,-171.799270630,62.408599854,334.729919434,-275.884735107,175.307861328,
149,274.546630859,-171.385421753,61.018779755,334.300476074,-275.486816406,173.861633301,
150,274.173126221,-170.981597900,59.659957886,333.857116699,-275.109161377,172.459716797,
151,273.803710938,-170.583572388,58.334346771,333.437744141,-274.746124268,171.095214844,
152,273.487182617,-170.158798218,57.054866791,332.988189697,-274.399993896,169.775177002,
153,273.205352783,-169.705932617,55.818508148,332.541259766,-274.061614990,168.496047974,
154,272.964416504,-169.207504272,54.640598297,332.114410400,-273.733123779,167.266143799,
155,272.661468506,-168.681686401,53.525554657,331.664428711,-273.411682129,166.082351685,
156,272.381286621,-168.110839844,52.482158661,331.206909180,-273.095825195,164.953689575,
157,272.153289795,-167.508987427,51.510772705,330.773895264,-272.784912109,163.883575439,
158,271.864166260,-166.875930786,50.623809814,330.348297119,-272.481201172,162.867141724,
159,271.522094727,-166.220733643,49.808708191,329.903106689,-272.175048828,161.914489746,
160,271.191589355,-165.552902222,49.075321198,329.509674072,-271.863555908,161.011154175,
161,270.849365234,-164.883071899,48.411212921,329.121917725,-271.550903320,160.166076660,
162,270.476806641,-164.220428467,47.819686890,328.707397461,-271.236419678,159.377929688,
163,270.079772949,-163.560485840,47.296348572,328.313720703,-270.917022705,158.634719849,
164,269.714202881,-162.900817871,46.821834564,327.893554688,-270.597717285,157.935165405,
165,269.301574707,-162.251480103,46.407680511,327.491394043,-270.272613525,157.273498535,
166,268.895141602,-161.610763550,46.030040741,327.069305420,-269.954528809,156.644454956,
167,268.487060547,-160.976623535,45.687355042,326.658447266,-269.643829346,156.040435791,
168,268.067535400,-160.361206055,45.371170044,326.234405518,-269.326873779,155.462448120,
169,267.646484375,-159.762649536,45.065200806,325.772033691,-269.009948730,154.909378052,
170,267.269470215,-159.176712036,44.755401611,325.343536377,-268.706512451,154.367446899,
171,266.863342285,-158.615203857,44.442779541,324.924774170,-268.411010742,153.835601807,
172,266.439941406,-158.064453125,44.109180450,324.493438721,-268.120452881,153.315017700,
173,266.035888672,-157.518310547,43.752029419,324.040252686,-267.834594727,152.804885864,
174,265.608428955,-156.996276855,43.361011505,323.604888916,-267.560760498,152.299255371,
175,265.226379395,-156.481079102,42.939846039,323.184173584,-267.290130615,151.801879883,
176,264.738800049,-155.999084473,42.500606537,322.766113281,-267.032745361,151.317245483,
177,264.315093994,-155.539520264,42.039253235,322.331817627,-266.785369873,150.840393066,
178,263.824768066,-155.110076904,41.559349060,321.908843994,-266.540466309,150.367553711,
179,263.369018555,-154.704086304,41.059936523,321.486450195,-266.297607422,149.903442383,
180,262.883758545,-154.321975708,40.547195435,321.066040039,-266.054595947,149.448059082,
181,262.432281494,-153.955703735,40.013725281,320.666900635,-265.808898926,148.990112305,
182,261.995605469,-153.601379395,39.477516174,320.243469238,-265.556365967,148.536300659,
183,261.522613525,-153.259414673,38.929515839,319.798431396,-265.296020508,148.081222534,
184,261.102081299,-152.919738770,38.377521515,319.387268066,-265.033630371,147.620391846,
185,260.662048340,-152.583862305,37.818099976,318.940795898,-264.761962891,147.160552979,
186,260.212646484,-152.250930786,37.250446320,318.502227783,-264.491302490,146.696304321,
187,259.758270264,-151.924270630,36.679286957,318.055816650,-264.220001221,146.232788086,
188,259.320037842,-151.603515625,36.104209900,317.626159668,-263.937072754,145.774017334,
189,258.850463867,-151.304794312,35.518592834,317.235015869,-263.654144287,145.309494019,
190,258.388397217,-151.021286011,34.924434662,316.839782715,-263.359741211,144.847473145,
191,257.951049805,-150.754425049,34.314758301,316.462585449,-263.058715820,144.380172729,
192,257.557250977,-150.501235962,33.688812256,316.102996826,-262.760131836,143.919723511,
193,257.127136230,-150.267883301,33.050357819,315.764251709,-262.465393066,143.449447632,
194,256.733428955,-150.059188843,32.394031525,315.432556152,-262.177154541,142.976425171,
195,256.396697998,-149.868850708,31.711263657,315.114929199,-261.905731201,142.497177124,
196,256.069549561,-149.695724487,31.012556076,314.794555664,-261.640991211,142.011291504,
197,255.793258667,-149.538864136,30.294921875,314.451965332,-261.386657715,141.526718140,
198,255.571929932,-149.404190063,29.555372238,314.121276855,-261.144683838,141.039916992,
199,255.405059814,-149.285873413,28.797943115,313.763702393,-260.911834717,140.554733276,
200,255.348785400,-149.175888062,28.032592773,313.409820557,-260.686889648,140.075286865,
201,255.399307251,-149.063537598,27.253925323,313.083129883,-260.473449707,139.590316772,
202,255.452941895,-148.930450439,26.487356186,312.743286133,-260.275573730,139.106933594,
203,255.473190308,-148.793075562,25.739423752,312.391113281,-260.084869385,138.634674072,
204,255.449218750,-148.651290894,25.024354935,312.072113037,-259.902984619,138.167205811,
205,255.402633667,-148.512924194,24.344104767,311.768493652,-259.728424072,137.710739136,
206,255.344039917,-148.363952637,23.698596954,311.462921143,-259.555572510,137.270416260,
207,255.335845947,-148.197677612,23.084419250,311.177703857,-259.387603760,136.853088379,
208,255.322052002,-148.016464233,22.512840271,310.891479492,-259.224578857,136.454696655,
209,255.316925049,-147.825195313,21.979822159,310.619842529,-259.063201904,136.078308105,
210,255.335845947,-147.633483887,21.482288361,310.366516113,-258.902893066,135.722564697,
211,255.350524902,-147.439346313,21.015935898,310.123809814,-258.740905762,135.390289307,
212,255.374511719,-147.246337891,20.567855835,309.900543213,-258.578308105,135.080978394,
213,255.386672974,-147.055435181,20.155485153,309.672332764,-258.416229248,134.793762207,
214,255.390930176,-146.878707886,19.755981445,309.469299316,-258.254547119,134.532928467,
215,255.369400024,-146.726654053,19.375377655,309.278259277,-258.094604492,134.302551270,
216,255.335784912,-146.597335815,19.011804581,309.084197998,-257.937438965,134.088424683,
217,255.285720825,-146.493484497,18.661819458,308.929870605,-257.783966064,133.886764526,
218,255.221710205,-146.409515381,18.325569153,308.788330078,-257.639831543,133.705734253,
219,255.130279541,-146.353195190,17.990837097,308.643951416,-257.498626709,133.529708862,
220,255.015808105,-146.324981689,17.674442291,308.525360107,-257.364868164,133.362136841,
221,254.904266357,-146.319961548,17.353082657,308.410827637,-257.246093750,133.193023682,
222,254.749526978,-146.351623535,17.033857346,308.295379639,-257.136749268,133.029617310,
223,254.603851318,-146.414550781,16.719038010,308.174255371,-257.043640137,132.875289917,
224,254.443862915,-146.507598877,16.400426865,308.081573486,-256.969421387,132.720397949,
225,254.308334351,-146.626876831,16.073398590,307.977111816,-256.905792236,132.568862915,
226,254.168029785,-146.771148682,15.740343094,307.866363525,-256.854797363,132.419799805,
227,254.043395996,-146.930526733,15.400649071,307.759948730,-256.817535400,132.273559570,
228,253.940719604,-147.107940674,15.052815437,307.662933350,-256.791473389,132.132156372,
229,253.859710693,-147.303009033,14.698674202,307.546142578,-256.775329590,131.993911743,
230,253.825866699,-147.495590210,14.339676857,307.420471191,-256.768463135,131.854949951,
231,253.827560425,-147.685424805,13.975573540,307.281188965,-256.771484375,131.710891724,
232,253.845855713,-147.867416382,13.618594170,307.138885498,-256.783020020,131.564117432,
233,253.902542114,-148.030685425,13.273781776,307.003906250,-256.803710938,131.412109375,
234,253.952438354,-148.169952393,12.948232651,306.854797363,-256.831756592,131.261367798,
235,254.044509888,-148.276214600,12.635050774,306.721588135,-256.861114502,131.111755371,
236,254.145675659,-148.343002319,12.342718124,306.587005615,-256.884155273,130.960784912,
237,254.208038330,-148.372909546,12.096018791,306.445129395,-256.908752441,130.816329956,
238,254.190231323,-148.346511841,12.069500923,306.312316895,-256.927734375,130.681884766,
239,254.150131226,-148.265640259,12.073485374,306.180938721,-256.946258545,130.561920166,
240,254.125228882,-148.180282593,12.076904297,306.089172363,-256.970977783,130.456985474,
241,254.148040771,-148.100067139,12.069710732,305.998962402,-256.992248535,130.372833252,
242,254.130599976,-148.024200439,12.064449310,305.918548584,-257.002349854,130.309097290,
243,254.129608154,-147.952850342,12.055149078,305.825622559,-256.996582031,130.263366699,
244,254.094528198,-147.885772705,12.043984413,305.758941650,-256.983154297,130.222625732,
245,254.069824219,-147.823944092,12.031460762,305.704315186,-256.970825195,130.188415527,
246,254.025299072,-147.776611328,12.016180992,305.622894287,-256.960449219,130.159545898,
247,253.948806763,-147.737335205,11.996986389,305.570159912,-256.956756592,130.130218506,
248,253.877532959,-147.710006714,11.978700638,305.526763916,-256.959594727,130.103561401,
249,253.789337158,-147.688186646,11.951628685,305.491363525,-256.965850830,130.074752808,
250,253.685104370,-147.677230835,11.933847427,305.446777344,-256.978729248,130.051040649,
251,253.579833984,-147.675567627,11.906923294,305.404083252,-256.996002197,130.018554688,
252,253.478805542,-147.684692383,11.880817413,305.353820801,-257.024658203,129.986099243,
253,253.364929199,-147.703384399,11.854210854,305.298980713,-257.060241699,129.956207275,
254,253.291290283,-147.727371216,11.828867912,305.259613037,-257.102935791,129.925903320,
255,253.219741821,-147.762954712,11.802869797,305.201080322,-257.150695801,129.905242920,
256,253.167266846,-147.802947998,11.771940231,305.148529053,-257.201141357,129.886734009,
257,253.133651733,-147.844284058,11.746556282,305.101440430,-257.256256104,129.873687744,
258,253.104492188,-147.884246826,11.721784592,305.034179688,-257.317840576,129.868804932,
259,253.102127075,-147.940994263,11.699740410,304.975158691,-257.383850098,129.861648560,
260,253.115203857,-148.018112183,11.674741745,304.939392090,-257.455444336,129.858993530,
261,253.134399414,-148.110458374,11.655664444,304.893890381,-257.533935547,129.855468750,
262,253.183135986,-148.204727173,11.632507324,304.829925537,-257.612457275,129.857833862,
263,253.258590698,-148.304992676,11.613611221,304.794738770,-257.700195313,129.854675293,
264,253.318084717,-148.410781860,11.601193428,304.759460449,-257.784942627,129.855163574,
265,253.415802002,-148.516708374,11.584439278,304.721832275,-257.870727539,129.855300903,
266,253.548217773,-148.616348267,11.571286201,304.687957764,-257.952941895,129.851928711,
267,253.656661987,-148.703567505,11.558703423,304.660522461,-258.036132813,129.845489502,
268,253.768157959,-148.775527954,11.552544594,304.621643066,-258.115478516,129.831146240,
269,253.879714966,-148.829971313,11.547013283,304.586517334,-258.195434570,129.816650391,
270,253.966949463,-148.864868164,11.545220375,304.552795410,-258.273986816,129.795242310,
271,254.033752441,-148.894119263,11.547912598,304.507385254,-258.357025146,129.766464233,
272,254.093917847,-148.917541504,11.550246239,304.476898193,-258.437622070,129.735687256,
273,254.116760254,-148.938613892,11.556920052,304.436218262,-258.516815186,129.699676514,
274,254.151245117,-148.956848145,11.565726280,304.412902832,-258.592651367,129.667495728,
275,254.136413574,-148.974212646,11.579896927,304.389648438,-258.663574219,129.630111694,
276,254.137695313,-148.988723755,11.588269234,304.379882813,-258.734161377,129.592742920,
277,254.139801025,-149.005783081,11.597750664,304.366760254,-258.805297852,129.551330566,
278,254.146041870,-149.018371582,11.611002922,304.359527588,-258.874176025,129.506164551,
279,254.158416748,-149.032272339,11.621965408,304.357574463,-258.941558838,129.457580566,
280,254.148513794,-149.048690796,11.639109612,304.324066162,-259.009124756,129.406921387,
281,254.148864746,-149.061019897,11.650905609,304.300842285,-259.071990967,129.354446411,
282,254.135772705,-149.073455811,11.667805672,304.282470703,-259.132690430,129.303085327,
283,254.133346558,-149.082534790,11.681522369,304.262725830,-259.193420410,129.252914429,
284,254.145431519,-149.093643188,11.699356079,304.257202148,-259.251190186,129.203750610,
285,254.166290283,-149.099044800,11.714017868,304.232666016,-259.304473877,129.161010742,
286,254.151931763,-149.108993530,11.729153633,304.192199707,-259.352172852,129.120239258,
287,254.155029297,-149.113311768,11.745784760,304.181762695,-259.398529053,129.086730957,
288,254.147811890,-149.117263794,11.762352943,304.145904541,-259.439025879,129.059188843,
289,254.155746460,-149.124435425,11.773016930,304.106384277,-259.474609375,129.039291382,
290,254.159683228,-149.126800537,11.784131050,304.073791504,-259.506805420,129.025756836,
291,254.165634155,-149.127807617,11.795931816,304.051086426,-259.533538818,129.013183594,
292,254.192855835,-149.118835449,11.802982330,304.021423340,-259.556243896,129.008193970,
293,254.247863770,-149.098281860,11.815020561,303.982543945,-259.578338623,129.007064819,
294,254.341140747,-149.058685303,11.816325188,303.928771973,-259.595733643,129.006698608,
295,254.423217773,-149.004699707,11.823019028,303.882934570,-259.605255127,129.014663696,
296,254.511123657,-148.936935425,11.834321022,303.835845947,-259.614318848,129.022491455,
297,254.603927612,-148.855545044,11.840281487,303.796020508,-259.624694824,129.027008057,
298,254.730682373,-148.760818481,11.833869934,303.733306885,-259.628936768,129.035247803,
299,254.859832764,-148.654769897,11.838774681,303.676177979,-259.632324219,129.045471191,
300,254.980010986,-148.544387817,11.842570305,303.620147705,-259.634155273,129.050735474,
301,255.101669312,-148.425918579,11.842700958,303.559753418,-259.631866455,129.056564331,
302,255.254592896,-148.303329468,11.841093063,303.507629395,-259.629150391,129.060134888,
303,255.365173340,-148.179000854,11.842262268,303.469268799,-259.623077393,129.063690186,
304,255.468246460,-148.063018799,11.839925766,303.418426514,-259.615264893,129.066848755,
305,255.548126221,-147.952560425,11.840647697,303.375000000,-259.607604980,129.066757202,
306,255.621810913,-147.858764648,11.838004112,303.323364258,-259.598907471,129.065292358,
307,255.672698975,-147.776931763,11.837155342,303.296813965,-259.586914063,129.062438965,
308,255.710754395,-147.707489014,11.839411736,303.280456543,-259.580596924,129.054763794,
309,255.734985352,-147.654479980,11.836028099,303.258514404,-259.575592041,129.045227051,
310,255.731002808,-147.618240356,11.838750839,303.238311768,-259.574798584,129.036392212,
311,255.736740112,-147.593170166,11.836354256,303.220214844,-259.579559326,129.020294189,
312,255.729400635,-147.582458496,11.830751419,303.214996338,-259.585357666,129.006713867,
313,255.740219116,-147.577850342,11.825039864,303.204071045,-259.592407227,128.992294312,
314,255.721450806,-147.583374023,11.816548347,303.201782227,-259.611114502,128.975601196,
315,255.691253662,-147.600265503,11.810305595,303.180053711,-259.630920410,128.963562012,
316,255.688842773,-147.608886719,11.803920746,303.177032471,-259.651733398,128.949050903,
317,255.700088501,-147.613327026,11.798746109,303.172332764,-259.678070068,128.934677124,
318,255.688781738,-147.618835449,11.791642189,303.165710449,-259.713104248,128.923904419,
319,255.674301147,-147.628189087,11.787596703,303.168151855,-259.745208740,128.914154053,
320,255.666213989,-147.635055542,11.782746315,303.149108887,-259.783996582,128.905441284,
321,255.671890259,-147.645736694,11.772648811,303.134582520,-259.823516846,128.897232056,
322,255.674713135,-147.658752441,11.765775681,303.133300781,-259.864013672,128.889984131,
323,255.669433594,-147.672622681,11.757286072,303.132202148,-259.910400391,128.875625610,
324,255.666717529,-147.688705444,11.745791435,303.110076904,-259.960418701,128.865615845,
325,255.678115845,-147.710494995,11.732725143,303.114227295,-260.009887695,128.853134155,
326,255.695571899,-147.739990234,11.726817131,303.115203857,-260.065643311,128.831436157,
327,255.705795288,-147.770401001,11.713965416,303.111145020,-260.125183105,128.806716919,
328,255.730514526,-147.800750732,11.703429222,303.090972900,-260.183471680,128.784683228,
329,255.749420166,-147.831024170,11.688510895,303.079803467,-260.248870850,128.760543823,
330,255.782562256,-147.863861084,11.679451942,303.086059570,-260.315216064,128.731903076,
331,255.813232422,-147.896621704,11.667246819,303.071685791,-260.376190186,128.704208374,
332,255.842224121,-147.928314209,11.657744408,303.062316895,-260.441375732,128.677520752,
333,255.877639771,-147.961898804,11.645816803,303.060516357,-260.503967285,128.652542114,
334,255.900527954,-147.987289429,11.637203217,303.055297852,-260.562164307,128.629730225,
335,255.910263062,-148.013107300,11.625217438,303.048370361,-260.619598389,128.606109619,
336,255.927658081,-148.040756226,11.615697861,303.033020020,-260.669860840,128.582534790,
337,255.947860718,-148.066940308,11.607880592,303.028137207,-260.717498779,128.562408447,
338,255.994857788,-148.089981079,11.597708702,303.031097412,-260.760864258,128.542785645,
