Number of frames: 2750
Frequency: 250
Units: mm

Frame,finger x,finger y,finger z,wrist x,wrist y,wrist z
48,269.584594727,-225.517669678,172.139328003,363.626708984,-306.919647217,271.703552246,
49,269.470703125,-225.648010254,171.963195801,363.512451172,-306.998748779,271.599853516,
50,269.379577637,-225.776870728,171.768142700,363.360107422,-307.072875977,271.492401123,
51,269.254333496,-225.902191162,171.577972412,363.236999512,-307.155670166,271.378997803,
52,269.146972656,-226.015655518,171.371307373,363.115234375,-307.243774414,271.267059326,
53,269.052185059,-226.123992920,171.157180786,362.966766357,-307.326751709,271.148010254,
54,268.966003418,-226.222351074,170.924026489,362.817321777,-307.414611816,271.019256592,
55,268.864624023,-226.304794312,170.671188354,362.655303955,-307.502655029,270.887390137,
56,268.818756104,-226.390594482,170.399307251,362.480926514,-307.596252441,270.749420166,
57,268.739318848,-226.468444824,170.108489990,362.287719727,-307.687927246,270.598358154,
58,268.689270020,-226.537231445,169.800186157,362.088714600,-307.779479980,270.441040039,
59,268.644958496,-226.597717285,169.467987061,361.872619629,-307.869781494,270.278503418,
60,268.610595703,-226.655883789,169.111175537,361.652496338,-307.959869385,270.104736328,
61,268.593719482,-226.698028564,168.729537964,361.451019287,-308.045684814,269.918090820,
62,268.565795898,-226.733413696,168.324478149,361.230590820,-308.129302979,269.720977783,
63,268.554779053,-226.764419556,167.900054932,361.007049561,-308.212707520,269.515716553,
64,268.545074463,-226.792251587,167.464721680,360.748382568,-308.289093018,269.299591064,
65,268.546600342,-226.822357178,167.001174927,360.500488281,-308.364746094,269.069305420,
66,268.551330566,-226.856781006,166.512054443,360.271667480,-308.435607910,268.828002930,
67,268.541259766,-226.898406982,165.990310669,360.026062012,-308.499542236,268.577972412,
68,268.533508301,-226.938812256,165.436416626,359.785186768,-308.550537109,268.313568115,
69,268.568145752,-226.983612061,164.843185425,359.544677734,-308.594238281,268.034118652,
70,268.609283447,-227.033325195,164.222061157,359.307434082,-308.630798340,267.741333008,
71,268.670989990,-227.088607788,163.578735352,359.045654297,-308.660430908,267.435241699,
72,268.738159180,-227.162017822,162.912582397,358.807098389,-308.682983398,267.105316162,
73,268.800018311,-227.249557495,162.225219727,358.576568604,-308.706817627,266.753356934,
74,268.871520996,-227.339691162,161.509384155,358.330230713,-308.729705811,266.379791260,
75,268.947204590,-227.426635742,160.759201050,358.059051514,-308.747528076,265.981689453,
76,269.024078369,-227.513031006,159.986328125,357.794189453,-308.761047363,265.561523438,
77,269.111358643,-227.587829590,159.183364868,357.534576416,-308.765930176,265.114532471,
78,269.214080811,-227.642135620,158.361465454,357.261749268,-308.760131836,264.636138916,
79,269.288818359,-227.676147461,157.515136719,356.977752686,-308.745239258,264.129699707,
80,269.389923096,-227.674560547,156.636672974,356.677734375,-308.716644287,263.600006104,
81,269.534057617,-227.634872437,155.736419678,356.380310059,-308.673004150,263.036163330,
82,269.636566162,-227.554000854,154.812896729,356.077301025,-308.616058350,262.448303223,
83,269.711486816,-227.424316406,153.868850708,355.764526367,-308.538482666,261.836547852,
84,269.797302246,-227.241683960,152.914077759,355.449523926,-308.432525635,261.204925537,
85,269.895660400,-226.996749878,151.941253662,355.136932373,-308.306823730,260.547668457,
86,269.981658936,-226.705184937,150.958862305,354.807037354,-308.158691406,259.864013672,
87,270.014678955,-226.364776611,149.978408813,354.482910156,-307.987335205,259.158416748,
88,270.083312988,-225.989547729,148.996734619,354.153717041,-307.792846680,258.426208496,
89,270.097564697,-225.576126099,148.019866943,353.790557861,-307.570648193,257.667236328,
90,270.123168945,-225.135864258,147.041442871,353.475738525,-307.325683594,256.881134033,
91,270.108337402,-224.661407471,146.058502197,353.165161133,-307.045532227,256.072265625,
92,270.097045898,-224.160705566,145.079940796,352.833068848,-306.728973389,255.240386963,
93,270.043365479,-223.617340088,144.106185913,352.507751465,-306.384857178,254.386260986,
94,269.990692139,-223.044677734,143.134368896,352.180877686,-306.002197266,253.512054443,
95,269.920898438,-222.426696777,142.138000488,351.854675293,-305.589904785,252.614089966,
96,269.838867188,-221.767059326,141.133163452,351.516571045,-305.140747070,251.694961548,
97,269.778717041,-221.063201904,140.116424561,351.178375244,-304.662414551,250.751815796,
98,269.709716797,-220.324447632,139.079772949,350.838104248,-304.147613525,249.785980225,
99,269.646942139,-219.558273315,138.043060303,350.453125000,-303.600097656,248.792388916,
100,269.597625732,-218.761550903,136.983810425,350.120269775,-303.027343750,247.774368286,
101,269.529937744,-217.924377441,135.917022705,349.758972168,-302.424499512,246.734375000,
102,269.470794678,-217.055236816,134.824996948,349.381896973,-301.786407471,245.666854858,
103,269.410614014,-216.146881104,133.717010498,349.024078369,-301.113555908,244.581527710,
104,269.346374512,-215.209014893,132.596572876,348.686828613,-300.416198730,243.477355957,
105,269.302276611,-214.233978271,131.464691162,348.329772949,-299.691314697,242.346588135,
106,269.282470703,-213.218338013,130.304000854,347.982818604,-298.935150146,241.194213867,
107,269.268432617,-212.169830322,129.140625000,347.610443115,-298.148437500,240.019241333,
108,269.200103760,-211.077590942,127.975311279,347.254119873,-297.341217041,238.823852539,
109,269.146728516,-209.940826416,126.807846069,346.908905029,-296.509216309,237.602279663,
110,269.124694824,-208.765289307,125.635681152,346.564117432,-295.656890869,236.349334717,
111,269.105407715,-207.558227539,124.446388245,346.210571289,-294.781341553,235.069229126,
112,269.083251953,-206.317672729,123.260650635,345.851776123,-293.885955811,233.756118774,
113,269.057312012,-205.052246094,122.060356140,345.481323242,-292.973876953,232.416519165,
114,269.044891357,-203.759216309,120.845909119,345.104003906,-292.039093018,231.051849365,
115,269.071105957,-202.444412231,119.595809937,344.724182129,-291.090637207,229.662155151,
116,269.098632813,-201.103088379,118.329040527,344.333953857,-290.128845215,228.251495361,
117,269.110595703,-199.733078003,117.044105530,343.936767578,-289.152954102,226.823623657,
118,269.142974854,-198.346405029,115.731689453,343.556945801,-288.167633057,225.383270264,
119,269.104370117,-196.922515869,114.296371460,343.187225342,-287.175079346,223.933258057,
120,269.065246582,-195.423110962,112.756340027,342.774932861,-286.178314209,222.467224121,
121,269.041412354,-193.879089355,111.189025879,342.360748291,-285.180908203,220.992095947,
122,268.975677490,-192.309432983,109.625503540,341.964019775,-284.191528320,219.517669678,
123,268.865417480,-190.723983765,108.080894470,341.557495117,-283.202117920,218.050262451,
124,268.762939453,-189.131256104,106.550140381,341.159942627,-282.207855225,216.586044312,
125,268.651641846,-187.528839111,105.021110535,340.772186279,-281.213378906,215.119598389,
126,268.554870605,-185.907745361,103.475242615,340.354614258,-280.222381592,213.652770996,
127,268.460632324,-184.267608643,101.915550232,339.919555664,-279.241455078,212.186416626,
128,268.384155273,-182.603683472,100.341262817,339.515167236,-278.275634766,210.713882446,
129,268.282104492,-180.918731689,98.747383118,339.097564697,-277.323394775,209.239715576,
130,268.184417725,-179.227859497,97.138526917,338.657226563,-276.382141113,207.762329102,
131,268.096527100,-177.551330566,95.495620728,338.206939697,-275.457244873,206.280685425,
132,268.040191650,-175.930847168,93.806091309,337.784881592,-274.546051025,204.806777954,
133,267.955139160,-174.402389526,92.091575623,337.359558105,-273.645812988,203.328506470,
134,267.805786133,-173.003234863,90.384323120,336.949066162,-272.759948730,201.844146729,
135,267.689758301,-171.755813599,88.672073364,336.542846680,-271.887390137,200.350906372,
136,267.539001465,-170.645568848,86.964408875,336.103027344,-271.030151367,198.857116699,
137,267.359863281,-169.662078857,85.279663086,335.681884766,-270.194793701,197.349273682,
138,267.199554443,-168.778335571,83.585487366,335.237548828,-269.378662109,195.832794189,
139,267.040557861,-167.986373901,81.897209167,334.790832520,-268.587402344,194.308090210,
140,266.882843018,-167.265304565,80.207611084,334.342376709,-267.821014404,192.774505615,
141,266.728240967,-166.591384888,78.511024475,333.910644531,-267.081329346,191.235382080,
142,266.556762695,-165.945144653,76.818244934,333.475524902,-266.364654541,189.698745728,
143,266.429656982,-165.302902222,75.123611450,332.992675781,-265.677337646,188.167205811,
144,266.343475342,-164.662719727,73.420295715,332.508850098,-265.024688721,186.636077881,
145,266.208251953,-164.016174316,71.719093323,332.024719238,-264.401062012,185.115158081,
146,266.081207275,-163.362777710,70.036735535,331.530487061,-263.797393799,183.607238770,
147,265.974761963,-162.715942383,68.364631653,330.992370605,-263.231079102,182.109939575,
148,265.796936035,-162.071502686,66.736984253,330.503295898,-262.689880371,180.626403809,
149,265.561920166,-161.430053711,65.159591675,329.985870361,-262.161560059,179.168395996,
150,265.303802490,-160.785156250,63.633358002,329.463470459,-261.647949219,177.725189209,
151,265.060821533,-160.140167236,62.157119751,328.945465088,-261.151000977,176.301040649,
152,264.772003174,-159.486450195,60.732669830,328.405395508,-260.672698975,174.890579224,
153,264.476593018,-158.834259033,59.338916779,327.866760254,-260.218719482,173.491241455,
154,264.198211670,-158.182510376,57.983016968,327.319671631,-259.779632568,172.098251343,
155,263.917938232,-157.552337646,56.639617920,326.765869141,-259.371002197,170.713409424,
156,263.650177002,-156.945007324,55.303241730,326.199096680,-258.988525391,169.335906982,
157,263.376495361,-156.366485596,53.964138031,325.642303467,-258.630645752,167.959121704,
158,263.112670898,-155.808120728,52.620822906,325.029541016,-258.299407959,166.587341309,
159,262.857513428,-155.296218872,51.275562286,324.433074951,-258.001220703,165.218353271,
160,262.609771729,-154.801208496,49.932834625,323.855743408,-257.730010986,163.859954834,
161,262.287750244,-154.364517212,48.584579468,323.256683350,-257.485504150,162.508682251,
162,261.827850342,-154.045974731,47.213466644,322.658874512,-257.264099121,161.165847778,
163,261.358581543,-153.820358276,45.830101013,322.061279297,-257.061889648,159.838562012,
164,260.947021484,-153.629379272,44.429004669,321.456420898,-256.871795654,158.530609131,
165,260.554901123,-153.442321777,43.020065308,320.844970703,-256.693176270,157.238433838,
166,260.151611328,-153.254974365,41.605098724,320.246368408,-256.525695801,155.968643188,
167,259.744293213,-153.076889038,40.203998566,319.662261963,-256.371246338,154.724166870,
168,259.442016602,-152.864624023,38.794414520,319.079772949,-256.222808838,153.502410889,
169,259.233001709,-152.617477417,37.404109955,318.508575439,-256.078399658,152.316314697,
170,259.051696777,-152.352600098,36.048557281,317.985412598,-255.936248779,151.155914307,
171,258.913421631,-152.082199097,34.726852417,317.451812744,-255.786087036,150.036804199,
172,258.727050781,-151.803024292,33.454856873,316.926910400,-255.626358032,148.953262329,
173,258.571685791,-151.517654419,32.234237671,316.422637939,-255.459426880,147.906265259,
174,258.412170410,-151.234863281,31.050682068,315.948760986,-255.290878296,146.898498535,
175,258.272644043,-150.945999146,29.918186188,315.502685547,-255.110870361,145.931045532,
176,258.244384766,-150.654479980,28.820976257,315.043457031,-254.915130615,145.006439209,
177,258.339477539,-150.361816406,27.741470337,314.643676758,-254.705429077,144.119644165,
178,258.467224121,-150.034530640,26.691732407,314.258972168,-254.482986450,143.267181396,
179,258.346038818,-149.727966309,25.703737259,313.874420166,-254.249114990,142.447387695,
180,258.136047363,-149.450607300,24.743309021,313.507659912,-254.003372192,141.661514282,
181,257.926635742,-149.193481445,23.789506912,313.183258057,-253.749908447,140.905960083,
182,257.701904297,-148.951736450,22.861129761,312.910278320,-253.492950439,140.174026489,
183,257.502410889,-148.728668213,21.949220657,312.599273682,-253.236770630,139.475845337,
184,257.309051514,-148.519699097,21.051794052,312.296508789,-252.988388062,138.793746948,
185,257.140289307,-148.340652466,20.167119980,312.053222656,-252.742187500,138.130813599,
186,256.975830078,-148.178726196,19.288648605,311.798217773,-252.502227783,137.485382080,
187,256.790710449,-148.050155640,18.418136597,311.565246582,-252.273498535,136.850128174,
188,256.661193848,-147.939682007,17.550571442,311.326721191,-252.058563232,136.230453491,
189,256.554199219,-147.846557617,16.692825317,311.092285156,-251.852066040,135.623901367,
190,256.473724365,-147.767898560,15.849771500,310.870025635,-251.658004761,135.032211304,
191,256.395812988,-147.692779541,15.033982277,310.667694092,-251.478164673,134.445678711,
192,256.366149902,-147.615081787,14.233821869,310.451904297,-251.316802979,133.878997803,
193,256.341613770,-147.533676147,13.463044167,310.267303467,-251.165466309,133.331329346,
194,256.371582031,-147.440460205,12.731604576,310.085754395,-251.021575928,132.797912598,
195,256.388092041,-147.323822021,12.046094894,309.888854980,-250.887680054,132.284561157,
196,256.289031982,-147.136779785,11.886953354,309.708435059,-250.759414673,131.801422119,
197,256.194030762,-146.833831787,11.908702850,309.550354004,-250.638778687,131.339126587,
198,256.049285889,-146.421691895,11.928221703,309.418731689,-250.534301758,130.928314209,
199,255.968002319,-145.996749878,11.951613426,309.296569824,-250.450286865,130.588531494,
200,255.907196045,-145.615859985,11.956871986,309.201324463,-250.364425659,130.316848755,
201,255.936416626,-145.303710938,11.945307732,309.101837158,-250.251998901,130.093856812,
202,255.982635498,-145.029922485,11.933600426,308.981903076,-250.112380981,129.915298462,
203,255.995208740,-144.761260986,11.934653282,308.870117188,-249.970626831,129.779861450,
204,256.015808105,-144.500625610,11.920024872,308.761535645,-249.838562012,129.679412842,
205,255.988388062,-144.232803345,11.905797005,308.667175293,-249.714492798,129.606597900,
206,255.924987793,-143.983276367,11.893903732,308.558258057,-249.592941284,129.558609009,
207,255.805130005,-143.765487671,11.887187958,308.442321777,-249.473358154,129.520477295,
208,255.660339355,-143.586090088,11.880641937,308.336761475,-249.359512329,129.486572266,
209,255.464813232,-143.439041138,11.871099472,308.215179443,-249.251464844,129.457092285,
210,255.198257446,-143.336608887,11.857168198,308.101898193,-249.155288696,129.431579590,
211,254.891159058,-143.261199951,11.845164299,307.981994629,-249.069885254,129.412658691,
212,254.561798096,-143.211975098,11.835782051,307.857025146,-248.990722656,129.403350830,
213,254.211181641,-143.203338623,11.828781128,307.754028320,-248.920501709,129.406463623,
214,253.841567993,-143.234512329,11.815174103,307.645782471,-248.854583740,129.419418335,
215,253.480987549,-143.301895142,11.803118706,307.519989014,-248.797439575,129.443237305,
216,253.144485474,-143.398162842,11.788954735,307.408233643,-248.743148804,129.467453003,
217,252.821823120,-143.506744385,11.782084465,307.277282715,-248.694671631,129.503128052,
218,252.541473389,-143.617202759,11.771537781,307.154632568,-248.651626587,129.540313721,
219,252.294616699,-143.729995728,11.757886887,307.005828857,-248.611343384,129.583206177,
220,252.093612671,-143.834350586,11.740885735,306.870971680,-248.580688477,129.632110596,
221,251.938385010,-143.919372559,11.730605125,306.726226807,-248.556076050,129.683517456,
222,251.823043823,-143.980545044,11.720773697,306.581573486,-248.533065796,129.734100342,
223,251.766860962,-144.013305664,11.710368156,306.421722412,-248.514312744,129.782226563,
224,251.748596191,-144.019699097,11.699128151,306.268432617,-248.498947144,129.832473755,
225,251.722106934,-144.015426636,11.695244789,306.112884521,-248.486755371,129.878280640,
226,251.725875854,-144.008422852,11.692231178,305.954132080,-248.473480225,129.928985596,
227,251.728729248,-143.993270874,11.686222076,305.801452637,-248.462615967,129.983764648,
228,251.774002075,-143.952301025,11.685202599,305.650878906,-248.449768066,130.043899536,
229,251.850814819,-143.919540405,11.681573868,305.502227783,-248.436828613,130.108993530,
230,251.958328247,-143.889602661,11.675138474,305.381072998,-248.425628662,130.170425415,
231,252.091354370,-143.854782104,11.673418999,305.242645264,-248.413101196,130.233612061,
232,252.207885742,-143.813507080,11.676350594,305.123352051,-248.410263062,130.294219971,
233,252.331817627,-143.768341064,11.675460815,305.018615723,-248.418045044,130.352355957,
234,252.456069946,-143.734405518,11.673408508,304.895568848,-248.432876587,130.409790039,
235,252.556350708,-143.716339111,11.678701401,304.782775879,-248.453948975,130.467453003,
236,252.637252808,-143.707260132,11.686828613,304.691619873,-248.487106323,130.518112183,
237,252.731048584,-143.717224121,11.692383766,304.593139648,-248.530624390,130.573043823,
238,252.796890259,-143.741271973,11.702316284,304.500488281,-248.586959839,130.622528076,
239,252.881378174,-143.783813477,11.713761330,304.407196045,-248.656631470,130.668304443,
240,252.966552734,-143.849075317,11.720565796,304.321258545,-248.740310669,130.713928223,
241,253.036422729,-143.935699463,11.732638359,304.237365723,-248.838165283,130.758621216,
242,253.114685059,-144.045486450,11.737812042,304.148254395,-248.952865601,130.800537109,
243,253.190887451,-144.179306030,11.750498772,304.083374023,-249.078872681,130.838851929,
244,253.273117065,-144.332351685,11.759868622,304.022430420,-249.218704224,130.876007080,
245,253.390090942,-144.489776611,11.772114754,303.965179443,-249.373794556,130.911331177,
246,253.504150391,-144.658599854,11.777631760,303.892028809,-249.537872314,130.945571899,
247,253.640060425,-144.834838867,11.788754463,303.789855957,-249.711364746,130.982650757,
248,253.732131958,-145.021957397,11.799989700,303.727691650,-249.893432617,131.015701294,
249,253.873535156,-145.213928223,11.807664871,303.672302246,-250.080841064,131.042419434,
250,254.015258789,-145.401809692,11.817226410,303.614349365,-250.271194458,131.070220947,
251,254.154373169,-145.578002930,11.828208923,303.533386230,-250.459381104,131.091079712,
252,254.244934082,-145.739883423,11.839067459,303.459075928,-250.647521973,131.106323242,
253,254.343963623,-145.884140015,11.853852272,303.392578125,-250.829513550,131.120010376,
254,254.433670044,-146.009277344,11.864380836,303.362365723,-251.010116577,131.126541138,
255,254.524902344,-146.123550415,11.876772881,303.307495117,-251.185333252,131.134780884,
256,254.604553223,-146.223022461,11.889371872,303.236236572,-251.353164673,131.145294189,
257,254.675613403,-146.312255859,11.903044701,303.196228027,-251.514007568,131.152328491,
258,254.745956421,-146.396362305,11.916404724,303.163085938,-251.669692993,131.161544800,
259,254.818450928,-146.476348877,11.927928925,303.125457764,-251.821044922,131.171035767,
260,254.872329712,-146.557739258,11.936885834,303.098815918,-251.969421387,131.185012817,
261,254.953598022,-146.645324707,11.945014954,303.076782227,-252.113861084,131.201614380,
262,255.026092529,-146.736526489,11.947976112,303.038726807,-252.248580933,131.223419189,
263,255.098159790,-146.825225830,11.953704834,303.014038086,-252.378662109,131.246170044,
264,255.173156738,-146.913085938,11.958408356,302.998413086,-252.502563477,131.270553589,
265,255.258712769,-146.999374390,11.964460373,302.985534668,-252.627151489,131.299743652,
266,255.323669434,-147.097351074,11.962113380,302.969421387,-252.748687744,131.325988770,
267,255.414993286,-147.191864014,11.958667755,302.952239990,-252.869888306,131.356674194,
268,255.520965576,-147.286865234,11.953200340,302.938262939,-252.989151001,131.385009766,
269,255.614593506,-147.384536743,11.945272446,302.915893555,-253.104598999,131.409820557,
270,255.720077515,-147.478973389,11.935538292,302.901153564,-253.219772339,131.436065674,
271,255.826583862,-147.573974609,11.926291466,302.895385742,-253.336441040,131.459274292,
272,255.930541992,-147.669830322,11.916724205,302.886871338,-253.455688477,131.480941772,
273,256.013793945,-147.769561768,11.906824112,302.869049072,-253.573226929,131.503524780,
274,256.109344482,-147.866165161,11.897382736,302.852752686,-253.694381714,131.516967773,
275,256.180297852,-147.963912964,11.883716583,302.855010986,-253.814849854,131.528060913,
276,256.267211914,-148.063507080,11.866575241,302.847106934,-253.930465698,131.537994385,
277,256.353485107,-148.162963867,11.851014137,302.824310303,-254.044265747,131.548171997,
278,256.405517578,-148.266769409,11.838124275,302.827087402,-254.159393311,131.551406860,
279,256.447357178,-148.364212036,11.821142197,302.826629639,-254.273544312,131.556060791,
280,256.482147217,-148.462799072,11.808158875,302.839630127,-254.384124756,131.555740356,
281,256.495025635,-148.567214966,11.795174599,302.849853516,-254.490936279,131.551132202,
282,256.491119385,-148.670028687,11.783040047,302.853515625,-254.594543457,131.547866821,
283,256.460449219,-148.772674561,11.771656990,302.862670898,-254.694473267,131.541793823,
284,256.433502197,-148.878707886,11.758250237,302.868347168,-254.788375854,131.535324097,
285,256.407989502,-148.986465454,11.745986938,302.871154785,-254.878204346,131.530853271,
286,256.383758545,-149.089599609,11.730672836,302.912902832,-254.966613770,131.521194458,
287,256.331695557,-149.188766479,11.720560074,302.939666748,-255.049316406,131.508224487,
288,256.271209717,-149.289810181,11.710572243,302.953857422,-255.131301880,131.494552612,
289,256.230255127,-149.377044678,11.701563835,302.988372803,-255.216201782,131.475692749,
290,256.215484619,-149.459732056,11.685245514,303.012420654,-255.298400879,131.454849243,
291,256.182464600,-149.529891968,11.675293922,303.041473389,-255.379867554,131.434707642,
292,256.168090820,-149.588272095,11.673156738,303.079071045,-255.464797974,131.403030396,
293,256.160766602,-149.646316528,11.663501740,303.109039307,-255.549667358,131.373672485,
294,256.165374756,-149.696838379,11.652540207,303.122039795,-255.633697510,131.344116211,
295,256.185394287,-149.743530273,11.640184402,303.155487061,-255.716217041,131.313613892,
296,256.221740723,-149.791946411,11.631646156,303.192016602,-255.798782349,131.284118652,
297,256.262786865,-149.836029053,11.624810219,303.231658936,-255.876556396,131.252090454,
298,256.309143066,-149.882949829,11.619592667,303.281005859,-255.956893921,131.225112915,
299,256.368286133,-149.927642822,11.607432365,303.319427490,-256.036254883,131.199462891,
300,256.432617188,-149.975067139,11.596201897,303.367156982,-256.112365723,131.175933838,
301,256.493988037,-150.021453857,11.587514877,303.422637939,-256.188476563,131.150894165,
302,256.566436768,-150.062011719,11.584551811,303.474365234,-256.263336182,131.129348755,
303,256.638122559,-150.098281860,11.580975533,303.515563965,-256.340240479,131.112457275,
304,256.709533691,-150.137115479,11.575818062,303.564147949,-256.416778564,131.095397949,
305,256.780151367,-150.174835205,11.569842339,303.576538086,-256.496704102,131.080215454,
306,256.873840332,-150.214721680,11.566740990,303.608459473,-256.580078125,131.069747925,
307,256.914428711,-150.256790161,11.564084053,303.642700195,-256.666198730,131.058944702,
308,256.991394043,-150.299499512,11.565144539,303.700469971,-256.760314941,131.048339844,
309,257.077697754,-150.349044800,11.560833931,303.750549316,-256.856750488,131.037216187,
310,257.141357422,-150.407638550,11.557604790,303.784698486,-256.957489014,131.026763916,
311,257.183044434,-150.464889526,11.560833931,303.825256348,-257.063018799,131.012939453,
312,257.270538330,-150.530746460,11.559479713,303.855010986,-257.173126221,131.001663208,
313,257.343017578,-150.596206665,11.558180809,303.887054443,-257.292358398,130.989135742,
314,257.393646240,-150.666732788,11.565629005,303.911437988,-257.418273926,130.971130371,
315,257.455902100,-150.743164063,11.566548347,303.944580078,-257.548492432,130.953582764,
316,257.520507813,-150.817321777,11.570029259,303.972076416,-257.682464600,130.933151245,
317,257.562866211,-150.893981934,11.576971054,304.004821777,-257.825164795,130.911575317,
318,257.625610352,-150.969070435,11.577038765,304.042053223,-257.969482422,130.885650635,
319,257.680145264,-151.040359497,11.583752632,304.068115234,-258.115509033,130.857391357,
320,257.731903076,-151.112228394,11.590672493,304.071960449,-258.263885498,130.830001831,
321,257.776733398,-151.186508179,11.597251892,304.096710205,-258.418029785,130.799926758,
322,257.831512451,-151.259124756,11.605345726,304.125518799,-258.568206787,130.767639160,
323,257.866760254,-151.329711914,11.614399910,304.146301270,-258.718414307,130.735488892,
324,257.903411865,-151.401687622,11.617561340,304.166931152,-258.872741699,130.702529907,
325,257.950042725,-151.473144531,11.625556946,304.187103271,-259.027252197,130.663696289,
326,257.991943359,-151.545578003,11.635080338,304.197998047,-259.181732178,130.625274658,
327,258.031311035,-151.618331909,11.644579887,304.211120605,-259.338287354,130.589553833,
328,258.046691895,-151.688751221,11.651405334,304.231018066,-259.494506836,130.552062988,
329,258.102020264,-151.761123657,11.657332420,304.253631592,-259.646270752,130.511856079,
330,258.118164063,-151.832672119,11.668298721,304.272430420,-259.796752930,130.476562500,
331,258.161956787,-151.909088135,11.671267509,304.276123047,-259.944366455,130.443588257,
332,258.176055908,-151.983093262,11.674509048,304.296936035,-260.089843750,130.408767700,
333,258.209411621,-152.056610107,11.678639412,304.297821045,-260.229675293,130.378295898,
334,258.219848633,-152.126144409,11.686013222,304.296325684,-260.364562988,130.347061157,
335,258.256347656,-152.199996948,11.688488960,304.313018799,-260.496063232,130.313598633,
336,258.256042480,-152.268524170,11.690311432,304.320129395,-260.621582031,130.278213501,
337,258.256530762,-152.329254150,11.693066597,304.329071045,-260.741058350,130.241363525,
338,258.250579834,-152.379562378,11.694843292,304.328491211,-260.860992432,130.201995850,
