,time,x
977,3.908,20.741607665999993
978,3.912,24.645416259
979,3.916,28.590667724000014
980,3.92,32.501953125
981,3.924,36.33288574200003
982,3.928,39.881652831999986
983,3.932,43.22479248000002
984,3.936,46.398590087
985,3.94,49.47448730399998
986,3.944,52.33465576100002
987,3.948,55.03503417899998
988,3.952,57.58349609300001
989,3.956,59.87307739200003
990,3.96,61.92630004800003
991,3.964,63.728820799999994
992,3.968,65.34530639600001
993,3.972,66.614257812
994,3.976,67.58459472599998
995,3.98,68.21981811500001
996,3.984,68.59777832000003
997,3.988,68.78381347599998
998,3.992,68.71414184500003
999,3.996,68.48153686500001
1000,4.0,68.18029785099998
1001,4.004,67.67169189399999
1002,4.008,67.22470092700001
1003,4.012,67.15280151299999
1004,4.016,67.10671997000003
1005,4.02,67.0491333
1006,4.024,67.00946044900002
1007,4.028,66.98547363199998
1008,4.032,66.88375854399999
1009,4.036,66.66799926700003
1010,4.04,66.279296875
1011,4.044,65.756103515
1012,4.048,65.00320434500003
1013,4.052,64.0078125
1014,4.056,62.894287109000004
1015,4.06,61.68917846599999
1016,4.064,60.47372436500001
1017,4.068,59.24475097599998
1018,4.072,57.98654174799998
1019,4.076,56.67385864200003
1020,4.08,55.283691406
1021,4.084,53.82455444300001
1022,4.088,52.24237060500002
1023,4.092,50.55203247000003
1024,4.096,48.76940917899998
1025,4.1,46.896484375
1026,4.104,44.91296386700003
1027,4.108,42.797760009
1028,4.112,40.607879637999986
1029,4.116,38.26330566400003
1030,4.12,35.82727050699998
1031,4.124,33.318450927000015
1032,4.128,30.693603515000007
1033,4.132,27.97125244099999
1034,4.136,25.15893554600001
1035,4.14,22.305664062000005
1036,4.144,19.311248778999982
1037,4.148,16.275848387999986
1038,4.152,13.18698120099998
1039,4.156,9.938293456999986
1040,4.16,6.516571043999988
1041,4.164,2.8465270990000135
1042,4.168,-0.7711486819999891
1043,4.172,-4.294250488999978
1044,4.176,-7.8186645509999835
1045,4.18,-11.352600097999982
1046,4.184,-14.882476806999989
1047,4.188,-18.373336792000003
1048,4.192,-21.833938598999993
1049,4.196,-25.239181519
1050,4.2,-28.568283081999994
1051,4.204,-31.809753417999985
1052,4.208,-34.96018981999998
1053,4.212,-38.019470214999984
1054,4.216,-40.95668029799998
1055,4.22,-43.835830689000005
1056,4.224,-46.66108703699999
1057,4.228,-49.41955566499999
1058,4.232,-52.11682128999999
1059,4.236,-54.75479125999999
1060,4.24,-57.342910767000006
1061,4.244,-59.878829956999994
1062,4.248,-62.32530212500001
1063,4.252,-64.701583863
1064,4.256,-67.02874755899998
1065,4.26,-69.25694275000001
1066,4.264,-71.34832763699998
1067,4.268,-73.31793212899998
1068,4.272,-75.109985352
1069,4.276,-76.689620972
1070,4.28,-78.11416625999999
1071,4.284,-79.470947266
1072,4.288,-80.74153137299999
1073,4.292,-81.92767333999998
1074,4.296,-83.00076293999999
1075,4.3,-83.89149475099998
1076,4.304,-84.67324829199998
1077,4.308,-85.30267333999998
1078,4.312,-85.82505798399998
1079,4.316,-86.529342652
1080,4.32,-87.20080566499999
1081,4.324,-87.67288208099998
1082,4.328,-87.92466735899998
1083,4.332,-87.955703736
1084,4.336,-87.87921142599998
1085,4.34,-87.724975586
1086,4.344,-87.41535949799999
1087,4.348,-86.961837769
1088,4.352,-86.38455200199999
1089,4.356,-85.67707824799999
1090,4.36,-84.86326599199998
1091,4.364,-83.92263793999999
1092,4.368,-82.82029724199998
1093,4.372,-81.664764405
1094,4.376,-80.48034668
1095,4.38,-79.26362609899999
1096,4.384,-77.957397461
1097,4.388,-76.54275512699999
1098,4.392,-74.98298645099999
1099,4.396,-73.249313355
1100,4.4,-71.308929444
1101,4.404,-69.17803955099998
1102,4.408,-66.857666016
1103,4.412,-64.40222168
1104,4.416,-61.86097717299998
1105,4.42,-58.972579956999994
1106,4.424,-55.80101013199999
1107,4.428,-52.377929687999995
1108,4.432,-48.670944214
1109,4.436,-44.71963500999999
1110,4.44,-40.574874878
1111,4.444,-36.246551514000004
1112,4.448,-31.833724975999985
1113,4.452,-27.32371520999999
1114,4.456,-22.739089965999995
1115,4.46,-18.172744750999982
1116,4.464,-13.592620850000003
1117,4.468,-9.036102294999978
1118,4.472,-4.504180909000013
1119,4.476,0.023071289000029083
1120,4.48,4.644866943000011
1121,4.484,9.378082274999997
1122,4.488,13.993133543999988
1123,4.492,18.354858398000033
1124,4.496,22.53601074200003
1125,4.5,26.566497802000015
1126,4.504,30.39953613199998
1127,4.508,34.162872314000026
1128,4.512,37.76950073199998
1129,4.516,41.23757934500003
1130,4.52,44.47235107400002
1131,4.524,47.571533203
1132,4.528,50.48992919900002
1133,4.532,53.271789549999994
1134,4.536,55.87573242100001
1135,4.54,58.32260131800001
1136,4.544,60.61605834900001
1137,4.548,62.73703002899998
1138,4.552,64.64779663000002
1139,4.556,66.327056884
1140,4.56,67.80331420800002
1141,4.564,69.05929565399998
1142,4.568,70.06741333000002
1143,4.572,70.84384155200001
1144,4.576,71.13143920800002
1145,4.58,71.21685790999999
1146,4.584,71.336090087
1147,4.588,71.44421386700003
1148,4.592,71.52850341700002
1149,4.596,71.56039428700001
1150,4.6,71.55529785099998
1151,4.604,71.49655151299999
1152,4.608,71.41897583000002
1153,4.612,71.26614379800003
1154,4.616,71.05300903300002
1155,4.62,70.642974853
1156,4.624,70.04183959900001
1157,4.628,69.23336791899999
1158,4.632,68.17004394500003
1159,4.636,66.94738769500003
1160,4.64,65.51803588799999
1161,4.644,63.97128295800002
1162,4.648,62.39157104399999
1163,4.652,60.74572753900003
1164,4.656,59.11776733300002
1165,4.66,57.436431884
1166,4.664,55.62802124000001
1167,4.668,53.715148924999994
1168,4.672,51.69491577100001
1169,4.676,49.52056884699999
1170,4.68,47.252258299999994
1171,4.684,44.794830321999996
1172,4.688,42.182800292000024
1173,4.692,39.40237426700003
1174,4.696,36.48239135699998
1175,4.7,33.45590209900001
1176,4.704,30.302429199000017
1177,4.708,26.975189208000018
1178,4.712,23.49786376899999
1179,4.716,19.92651367100001
1180,4.72,16.181793212000002
1181,4.724,12.397491455000022
1182,4.728,8.508972167000024
1183,4.732,4.555175781000003
1184,4.736,0.5151977529999954
1185,4.74,-3.5157165530000043
1186,4.744,-7.5727844240000195
1187,4.748,-11.693298340000013
1188,4.752,-15.863494873999969
1189,4.756,-20.06355285699999
1190,4.76,-24.190490722999982
1191,4.764,-28.233963012999993
1192,4.768,-32.20901489299999
1193,4.772,-36.14100647000001
1194,4.776,-39.94619750999999
1195,4.78,-43.752593994999984
1196,4.784,-47.49827575699999
1197,4.788,-51.22512817399999
1198,4.792,-54.87214660699999
1199,4.796,-58.457992553999986
1200,4.8,-61.936325073999996
1201,4.804,-65.29063415599998
1202,4.808,-68.517471314
1203,4.812,-71.604507447
1204,4.816,-74.55035400399998
1205,4.82,-77.403518677
1206,4.824,-80.14305114799998
1207,4.828,-82.730880738
1208,4.832,-85.22529602099999
1209,4.836,-87.57823181199998
1210,4.84,-89.76287841799999
1211,4.844,-91.78961181700001
1212,4.848,-93.66011047399999
1213,4.852,-95.325119019
1214,4.856,-96.94671630899998
1215,4.86,-98.673187256
1216,4.864,-100.245605469
1217,4.868,-101.53660583499999
1218,4.872,-102.535400391
1219,4.876,-103.25494384799998
1220,4.88,-103.714447022
1221,4.884,-103.96543884299999
1222,4.888,-104.02856445399999
1223,4.892,-103.996520997
1224,4.896,-103.879364014
1225,4.9,-103.54800415099999
1226,4.904,-103.00794983
1227,4.908,-102.24107360899998
1228,4.912,-101.30613708499999
1229,4.916,-100.22564697299998
1230,4.92,-98.958740235
1231,4.924,-97.629898072
1232,4.928,-96.275894166
1233,4.932,-94.89660644599999
1234,4.936,-93.49891662599998
1235,4.94,-91.991912842
1236,4.944,-90.31565856999998
1237,4.948,-88.518646241
1238,4.952,-86.62034606999998
1239,4.956,-84.68479919499998
1240,4.96,-82.60366821299999
1241,4.964,-80.208145142
1242,4.968,-77.51741027899999
1243,4.972,-74.62554931700001
1244,4.976,-71.56196594299999
1245,4.98,-68.32717895599998
1246,4.984,-64.88743591400001
1247,4.988,-61.29031372099999
1248,4.992,-57.56350708099998
1249,4.996,-53.668395997000005
1250,5.0,-49.688964844
1251,5.004,-45.592132569
1252,5.008,-41.40559387299999
1253,5.012,-37.168304444
1254,5.016,-32.870300292999985
1255,5.02,-28.51707458499999
1256,5.024,-24.127899170000006
1257,5.028,-19.760681153000007
1258,5.032,-15.414123535999977
1259,5.036,-11.119079590000013
1260,5.04,-6.822265625
1261,5.044,-2.549285888999975
1262,5.048,1.6853942870000083
1263,5.052,5.919921875
1264,5.056,10.278320312000005
1265,5.06,14.593475340999987
1266,5.064,18.556396484000004
1267,5.068,22.32281494099999
1268,5.072,25.914642333000018
1269,5.076,29.400695799999994
1270,5.08,32.787261962
1271,5.084,36.01727294900002
1272,5.088,39.01690673799999
1273,5.092,41.82955932599998
1274,5.096,44.576477049999994
1275,5.1,47.178497314000026
1276,5.104,49.590148924999994
1277,5.108,51.86920165999999
1278,5.112,53.96130370999998
1279,5.116,55.86724853499999
1280,5.12,57.576934814000026
1281,5.124,59.117950439000026
1282,5.128,60.49517822199999
1283,5.132,61.651184081999986
1284,5.136,62.28109741200001
1285,5.14,62.47402954099999
1286,5.144,62.58840942300003
1287,5.148,62.71044921800001
1288,5.152,62.90539550699998
1289,5.156,62.99664306599999
1290,5.16,63.04513549799998
1291,5.164,63.01419067300003
1292,5.168,62.96771240200002
1293,5.172,62.84786987299998
1294,5.176,62.693786621000015
1295,5.18,62.44708251899999
1296,5.184,62.05331420800002
1297,5.188,61.47839355399998
1298,5.192,60.5625
1299,5.196,59.444671630000016
1300,5.2,58.16174316400003
1301,5.204,56.73727416899999
1302,5.208,55.33276367100001
1303,5.212,53.8800354
1304,5.216,52.31231689399999
1305,5.22,50.67117309500003
1306,5.224,48.957519531
1307,5.228,47.12121582000003
1308,5.232,45.11126708900002
1309,5.236,43.00497436500001
1310,5.24,40.81277465800002
1311,5.244,38.45217895500002
1312,5.248,36.003448486000025
1313,5.252,33.40344238199998
1314,5.256,30.670593261000022
1315,5.26,27.902923583000018
1316,5.264,25.023925781000003
1317,5.268,21.975311278999982
1318,5.272,18.867156981999983
1319,5.276,15.679992674999994
1320,5.28,12.46536254800003
1321,5.284,9.08224487299998
1322,5.288,5.372955321999996
1323,5.292,1.6690368650000096
1324,5.296,-1.7854919440000003
1325,5.3,-5.101257325000006
1326,5.304,-8.36505126999998
1327,5.308,-11.541351319
1328,5.312,-14.588684082999976
1329,5.316,-17.458557128999985
1330,5.32,-20.238494873999997
1331,5.324,-22.806579589999984
1332,5.328,-25.206268311000002
1333,5.332,-27.487701416999982
1334,5.336,-29.670242309999992
1335,5.34,-31.73420715399999
1336,5.344,-33.769866944
1337,5.348,-35.72903442399999
1338,5.352,-37.60243225099998
1339,5.356,-39.41082763699998
1340,5.36,-41.16955566499999
1341,5.364,-42.838623047
1342,5.368,-44.43322753999999
1343,5.372,-45.962997436999984
1344,5.376,-47.441314697999985
1345,5.38,-48.87123108
1346,5.384,-50.265686036000005
1347,5.388,-51.57513427800001
1348,5.392,-52.81890869200001
1349,5.396,-54.03038025000001
1350,5.4,-55.200408936
1351,5.404,-56.321975708999986
1352,5.408,-57.426055908999984
1353,5.412,-58.48687744200001
1354,5.416,-59.51080322299998
1355,5.42,-60.511291503999985
1356,5.424,-61.45735168499999
1357,5.428,-62.382507325000006
1358,5.432,-63.271957397999984
1359,5.436,-64.12718200699999
1360,5.44,-64.92132568399998
1361,5.444,-65.71434020999999
1362,5.448,-66.506484986
1363,5.452,-67.20758056700001
1364,5.456,-67.91497802800001
1365,5.46,-68.61114501999998
1366,5.464,-69.253967286
1367,5.468,-69.8724823
1368,5.472,-70.50971984899999
1369,5.476,-71.125457764
1370,5.48,-71.716690064
1371,5.484,-72.28677368199999
1372,5.488,-72.847427369
1373,5.492,-73.38616943399998
1374,5.496,-73.946853638
1375,5.5,-74.47108459500001
1376,5.504,-74.983047486
1377,5.508,-75.49868774499998
1378,5.512,-76.006225586
1379,5.516,-76.49629211499999
1380,5.52,-76.99815368699998
1381,5.524,-77.472900391
1382,5.528,-77.957656861
1383,5.532,-78.43876648
1384,5.536,-78.911148072
1385,5.54,-79.36570739799998
1386,5.544,-79.855072022
1387,5.548,-80.23606872599998
1388,5.552,-80.662887574
1389,5.556,-81.07879638699998
1390,5.56,-81.47117614799998
1391,5.564,-81.80357360899998
1392,5.568,-82.13642883399999
1393,5.572,-82.46287536699998
1394,5.576,-82.724655152
1395,5.58,-82.96360778900001
1396,5.584,-83.157531739
1397,5.588,-83.326171875
1398,5.592,-83.482635499
1399,5.596,-83.604309083
1400,5.6,-83.655609131
1401,5.604,-83.73957824799999
1402,5.608,-83.771774292
1403,5.612,-83.82795715399999
1404,5.616,-83.833389283
1405,5.62,-83.80308532800001
1406,5.624,-83.816101075
1407,5.628,-83.86421203699999
1408,5.632,-83.869354249
1409,5.636,-83.87156677299998
1410,5.64,-83.880538941
1411,5.644,-83.88255310099998
1412,5.648,-83.91192626999998
1413,5.652,-83.91868591400001
1414,5.656,-83.921600342
1415,5.66,-83.921020508
1416,5.664,-83.947189332
1417,5.668,-83.94960022000001
1418,5.672,-83.94050598199999
1419,5.676,-83.94517517099999
1420,5.68,-83.92247009299999
1421,5.684,-83.876998902
1422,5.688,-83.80715942399999
1423,5.692,-83.73297119200001
1424,5.696,-83.642059327
1425,5.7,-83.49987793
1426,5.704,-83.33575439499998
1427,5.708,-83.13027954199998
1428,5.712,-82.894622803
1429,5.716,-82.636779786
1430,5.72,-82.34544372599998
1431,5.724,-82.001708985
1432,5.728,-81.591857911
1433,5.732,-81.152679444
1434,5.736,-80.689514161
1435,5.74,-80.19932556199998
1436,5.744,-79.686126709
1437,5.748,-79.140625
1438,5.752,-78.57933044499998
1439,5.756,-78.024505616
1440,5.76,-77.513763428
1441,5.764,-76.94917297399999
1442,5.768,-76.408172608
1443,5.772,-75.869354249
1444,5.776,-75.34309387299999
1445,5.78,-74.79190063499999
1446,5.784,-74.265716553
1447,5.788,-73.76472473199999
1448,5.792,-73.228881836
1449,5.796,-72.705001832
1450,5.8,-72.16394043
1451,5.804,-71.63786316
1452,5.808,-71.077072144
1453,5.812,-70.47584533699998
1454,5.816,-69.87779235899998
1455,5.82,-69.22821045
1456,5.824,-68.55305480999999
1457,5.828,-67.85293579199998
1458,5.832,-67.134246827
1459,5.836,-66.415695191
1460,5.84,-65.66482543999999
1461,5.844,-64.87855529799998
1462,5.848,-64.072692872
1463,5.852,-63.26585388199999
1464,5.856,-62.48207092299998
1465,5.86,-61.655197144
1466,5.864,-60.82791137699999
1467,5.868,-59.99700927800001
1468,5.872,-59.15701293999999
1469,5.876,-58.318206788
1470,5.88,-57.47244262699999
1471,5.884,-56.624938964999984
1472,5.888,-55.783630372000005
1473,5.892,-54.969024658999984
1474,5.896,-54.148239136
1475,5.9,-53.362304687999995
1476,5.904,-52.554763793999996
1477,5.908,-51.758514405
1478,5.912,-50.963668823999996
1479,5.916,-50.20806884799998
1480,5.92,-49.428268433
1481,5.924,-48.687408447999985
1482,5.928,-47.92706298900001
1483,5.932,-47.196380616
1484,5.936,-46.49183654799998
1485,5.94,-45.743148803999986
1486,5.944,-45.024383545000006
1487,5.948,-44.30627441499999
1488,5.952,-43.63191223199999
1489,5.956,-42.971328736000004
1490,5.96,-42.31549072299998
1491,5.964,-41.668502808
1492,5.968,-41.04437255899998
1493,5.972,-40.395996094
1494,5.976,-39.781326293999996
1495,5.98,-39.154342652
1496,5.984,-38.548873902
1497,5.988,-37.937713624
1498,5.992,-37.30113220300001
1499,5.996,-36.68751525900001
1500,6.0,-36.055465698999996
1501,6.004,-35.45509338400001
1502,6.008,-34.842224122000005
1503,6.012,-34.200912475999985
1504,6.016,-33.596038819
1505,6.02,-32.98773193399998
1506,6.024,-32.37710571299999
1507,6.028,-31.773178100999985
1508,6.032,-31.18199157800001
1509,6.036,-30.61558532800001
1510,6.04,-30.04119873100001
1511,6.044,-29.467300416
1512,6.048,-28.88829040599998
1513,6.052,-28.321243286999987
1514,6.056,-27.760330200999988
1515,6.06,-27.188476562999995
1516,6.064,-26.631164550999983
1517,6.068,-26.066680908999984
1518,6.072,-25.511672973999993
1519,6.076,-24.923431397
1520,6.08,-24.363708497000005
1521,6.084,-23.804748536000005
1522,6.088,-23.219512939999987
1523,6.092,-22.65943908699998
1524,6.096,-22.085327148999994
1525,6.1,-21.511642456999994
1526,6.104,-20.95452880899998
1527,6.108,-20.408843994999984
1528,6.112,-19.844680786999987
1529,6.116,-19.285797119999984
1530,6.12,-18.760955811000002
1531,6.124,-18.225784301999994
1532,6.128,-17.72366333100001
1533,6.132,-17.24005126999998
1534,6.136,-16.83078002999997
1535,6.14,-16.429626465000013
1536,6.144,-16.07366943400001
1537,6.148,-15.788665772000002
1538,6.152,-15.530212403000007
1539,6.156,-15.336120606000009
1540,6.16,-15.176239013999975
1541,6.164,-15.038116456000012
1542,6.168,-14.93927001999998
1543,6.172,-14.786773681999989
1544,6.176,-14.666748046999999
1545,6.18,-14.548461915000019
1546,6.184,-14.423675537999998
1547,6.188,-14.29440307699997
1548,6.192,-14.17468261800002
1549,6.196,-14.040710450000006
1550,6.2,-13.906616210999971
1551,6.204,-13.764465332999976
1552,6.208,-13.617675781999992
1553,6.212,-13.478057862000014
1554,6.216,-13.342407226999967
1555,6.22,-13.183502197999985
1556,6.224,-13.055877685999974
1557,6.228,-12.959960937999995
1558,6.232,-12.864807128999985
1559,6.236,-12.785064697999985
1560,6.24,-12.69317626999998
1561,6.244,-12.630859375
1562,6.248,-12.61273193400001
1563,6.252,-12.609069825000006
1564,6.256,-12.597290040000019
1565,6.26,-12.631500244999984
1566,6.264,-12.66320800799997
1567,6.268,-12.73028564499998
1568,6.272,-12.783782959000007
1569,6.276,-12.861968994999984
1570,6.28,-12.942230225000003
1571,6.284,-13.015167237000014
1572,6.288,-13.110931397000002
1573,6.292,-13.178375244999984
1574,6.296,-13.223693847999982
1575,6.3,-13.323089600000003
1576,6.304,-13.398345947999985
1577,6.308,-13.434631347999982
1578,6.312,-13.498016357999973
1579,6.316,-13.563293457999976
1580,6.32,-13.569030762000011
1581,6.324,-13.586669921999999
1582,6.328,-13.58682250999999
1583,6.332,-13.600097656999992
1584,6.336,-13.582397460999971
1585,6.34,-13.530822753999985
1586,6.344,-13.49786376999998
1587,6.348,-13.432708740999999
1588,6.352,-13.374084472999982
1589,6.356,-13.344940185999974
1590,6.36,-13.270477294999978
1591,6.364,-13.193023681999989
1592,6.368,-13.110504150999986
1593,6.372,-13.033355712999992
1594,6.376,-12.964416503999985
1595,6.38,-12.876647950000006
1596,6.384,-12.796112060999974
1597,6.388,-12.683319091999977
1598,6.392,-12.611511231000009
1599,6.396,-12.505889893000017
1600,6.4,-12.374053956000012
1601,6.404,-12.233886718999997
1602,6.408,-12.132202149000022
1603,6.412,-11.980834960999971
1604,6.416,-11.854095459000007
1605,6.42,-11.699951171999999
1606,6.424,-11.531463623999969
1607,6.428,-11.396575928000004
1608,6.432,-11.218292237000014
1609,6.436,-11.04937744199998
1610,6.44,-10.864990234999993
1611,6.444,-10.68444824300002
1612,6.448,-10.510345459000007
1613,6.452,-10.316528321000021
1614,6.456,-10.142791748999969
1615,6.46,-10.005828857999973
1616,6.464,-9.831115722999982
1617,6.468,-9.655914306999989
1618,6.472,-9.501831054999968
1619,6.476,-9.376831054999968
1620,6.48,-9.244384765999996
1621,6.484,-9.086517334000007
1622,6.488,-8.970062256000006
1623,6.492,-8.838531494999984
1624,6.496,-8.724182128999985
1625,6.5,-8.596008300999983
1626,6.504,-8.477630615999999
1627,6.508,-8.397460937999995
1628,6.512,-8.299468994999984
1629,6.516,-8.226806640999996
1630,6.52,-8.124725341999977
1631,6.524,-8.051818847999982
1632,6.528,-7.9851684579999755
1633,6.532,-7.936157226999967
1634,6.536,-7.896331787999998
1635,6.54,-7.857818603999988
1636,6.544,-7.823486328999991
1637,6.548,-7.786315918000014
1638,6.552,-7.76898193400001
1639,6.556,-7.733398437999995
1640,6.56,-7.7175903329999755
1641,6.564,-7.72351074300002
1642,6.568,-7.703857421999999
1643,6.572,-7.701538085999971
1644,6.576,-7.744110107999973
1645,6.58,-7.754577637000011
1646,6.584,-7.773559571000021
1647,6.588,-7.8013000490000195
1648,6.592,-7.814788819
1649,6.596,-7.8850708009999835
1650,6.6,-7.921203613999978
1651,6.604,-7.953002929999968
1652,6.608,-8.012725831000012
1653,6.612,-8.080993653000007
1654,6.616,-8.138916015999996
1655,6.62,-8.216369628999985
1656,6.624,-8.300354003999985
1657,6.628,-8.417053222999982
1658,6.632,-8.508026123999969
1659,6.636,-8.588684082999976
1660,6.64,-8.699493409000013
1661,6.644,-8.795715332999976
1662,6.648,-8.91015625
1663,6.652,-9.031158447999985
1664,6.656,-9.161163331000012
1665,6.66,-9.284545899000022
1666,6.664,-9.40713500999999
1667,6.668,-9.544006347999982
1668,6.672,-9.686859131000006
1669,6.676,-9.830657959000007
1670,6.68,-9.979095459000007
1671,6.684,-10.102508544999978
1672,6.688,-10.239349365999999
1673,6.692,-10.396606446000021
1674,6.696,-10.523468018000017
1675,6.7,-10.65213012700002
1676,6.704,-10.782775878999985
1677,6.708,-10.932769775999986
1678,6.712,-11.046875
1679,6.716,-11.16528320399999
1680,6.72,-11.294342041999982
1681,6.724,-11.412811279999971
1682,6.728,-11.533599853999988
1683,6.732,-11.656646728999988
1684,6.736,-11.764343262000011
1685,6.74,-11.874938965000013
1686,6.744,-11.972259522000002
1687,6.748,-12.051483154999971
1688,6.752,-12.110015869999984
1689,6.756,-12.208007812999995
1690,6.76,-12.287506103999988
1691,6.764,-12.35794067400002
1692,6.768,-12.435699462999992
1693,6.772,-12.522247315000016
1694,6.776,-12.55969238299997
1695,6.78,-12.629516601999967
1696,6.784,-12.66970825200002
1697,6.788,-12.725036622000005
1698,6.792,-12.784790040000019
1699,6.796,-12.814178466999977
1700,6.8,-12.876861572999985
1701,6.804,-12.892120362000014
1702,6.808,-12.917907715000013
1703,6.812,-12.970581054999968
1704,6.816,-12.977752685999974
1705,6.82,-13.033325196000021
1706,6.824,-13.053680419999978
1707,6.828,-13.084136962999992
1708,6.832,-13.12088012700002
1709,6.836,-13.151153565000016
1710,6.84,-13.182830810999974
1711,6.844,-13.194732666999982
1712,6.848,-13.293884278000007
1713,6.852,-13.344543457999976
1714,6.856,-13.410614013999975
1715,6.86,-13.468902587999992
1716,6.864,-13.549255372000005
1717,6.868,-13.615936279999971
1718,6.872,-13.679656982999973
1719,6.876,-13.745422363999978
1720,6.88,-13.846954346000018
1721,6.884,-13.962585450000006
1722,6.888,-14.052459716999977
1723,6.892,-14.15539550799997
1724,6.896,-14.272125244999984
1725,6.9,-14.373962403000007
1726,6.904,-14.423675537999998
1727,6.908,-14.533264160999977
1728,6.912,-14.644439697999985
1729,6.916,-14.754333497000005
1730,6.92,-14.874511718999997
1731,6.924,-14.971160888999975
1732,6.928,-15.101989747000005
1733,6.932,-15.183197022000002
1734,6.936,-15.290557862000014
1735,6.94,-15.39627075200002
1736,6.944,-15.49661254900002
1737,6.948,-15.604187012000011
1738,6.952,-15.714538575000006
1739,6.956,-15.805297851999967
1740,6.96,-15.920989990999999
1741,6.964,-16.005828857999973
1742,6.968,-16.122589112000014
1743,6.972,-16.261413575000006
1744,6.976,-16.364654541999982
1745,6.98,-16.47265625
1746,6.984,-16.600250244999984
1747,6.988,-16.726623535999977
1748,6.992,-16.82794189499998
1749,6.996,-16.968170166999982
1750,7.0,-17.11077880900001
1751,7.004,-17.22528076200001
1752,7.008,-17.326965332999976
1753,7.012,-17.436737060999974
1754,7.016,-17.55200195399999
1755,7.02,-17.66137695399999
1756,7.024,-17.784179687999995
1757,7.028,-17.883255004999995
1758,7.032,-17.9921875
1759,7.036,-18.085449218999997
1760,7.04,-18.202651978000006
1761,7.044,-18.308273315999998
1762,7.048,-18.411453247999987
1763,7.052,-18.50265503
1764,7.056,-18.556732178000004
1765,7.06,-18.598297119999984
1766,7.064,-18.6302948
1767,7.068,-18.650817872000005
1768,7.072,-18.702697753999985
1769,7.076,-18.751541137999993
1770,7.08,-18.748519897999984
1771,7.084,-18.777709961
1772,7.088,-18.796096801999994
1773,7.092,-18.836425781999992
1774,7.096,-18.849288940999998
1775,7.1,-18.899627686000002
1776,7.104,-18.99058532800001
1777,7.108,-19.065078736000004
1778,7.112,-19.16355895999999
1779,7.116,-19.256820678999986
1780,7.12,-19.356643676999994
1781,7.124,-19.486831666
1782,7.128,-19.58416748100001
1783,7.132,-19.73191833499999
1784,7.136,-19.86521911699998
1785,7.14,-20.023757934999992
1786,7.144,-20.194839478000006
1787,7.148,-20.362304687999995
1788,7.152,-20.561340333000004
1789,7.156,-20.792022705999983
1790,7.16,-21.003021241
1791,7.164,-21.256454467999987
1792,7.168,-21.533111572999985
1793,7.172,-21.79083251999998
1794,7.176,-22.057556153000007
1795,7.18,-22.321395875000007
1796,7.184,-22.54772949299999
1797,7.188,-22.77395629899999
1798,7.192,-23.002792358999983
1799,7.196,-23.18910217299998
1800,7.2,-23.370269775999986
1801,7.204,-23.565567017000006
1802,7.208,-23.71836853099998
1803,7.212,-23.860137939999987
1804,7.216,-24.047866822000003
1805,7.22,-24.184753417999985
1806,7.224,-24.315048217999987
1807,7.228,-24.47279358
1808,7.232,-24.610443116
1809,7.236,-24.724700928000004
1810,7.24,-24.868255616
1811,7.244,-24.953674317000008
1812,7.248,-25.073608398999994
1813,7.252,-25.173080444999982
1814,7.256,-25.249420166999982
1815,7.26,-25.34588623100001
1816,7.264,-25.411071778000007
1817,7.268,-25.448089600000003
1818,7.272,-25.546020507999998
1819,7.276,-25.620849609999993
1820,7.28,-25.62710571299999
1821,7.284,-25.672348022999984
1822,7.288,-25.723327636999983
1823,7.292,-25.77078247099999
1824,7.296,-25.803924561000002
1825,7.3,-25.851928711
1826,7.304,-25.893371583000004
1827,7.308,-25.956588745999994
1828,7.312,-26.01257324299999
1829,7.316,-26.059936523999994
1830,7.32,-26.14630126999998
1831,7.324,-26.23364257899999
1832,7.328,-26.30787658699998
1833,7.332,-26.396362304999997
1834,7.336,-26.505737304999997
1835,7.34,-26.634475708999986
1836,7.344,-26.749145507999998
1837,7.348,-26.862197875999982
1838,7.352,-26.95187378
1839,7.356,-27.071868897
1840,7.36,-27.189376831999994
1841,7.364,-27.28692626999998
1842,7.368,-27.411056519
1843,7.372,-27.553176879999995
1844,7.376,-27.679412842000005
1845,7.38,-27.794479370999994
1846,7.384,-27.90945434599999
1847,7.388,-27.994186401999997
1848,7.392,-28.061508178999986
1849,7.396,-28.147918702
1850,7.4,-28.255935668999996
1851,7.404,-28.337677001999992
1852,7.408,-28.397247314999987
1853,7.412,-28.480850220000008
1854,7.416,-28.54315185600001
1855,7.42,-28.59199523999999
1856,7.424,-28.641555786999987
1857,7.428,-28.711517334000007
1858,7.432,-28.784194947000003
1859,7.436,-28.845306397
1860,7.44,-28.895294189999987
1861,7.444,-28.957855225000003
1862,7.448,-29.036895751999992
1863,7.452,-29.098205567000008
1864,7.456,-29.154067994000002
1865,7.46,-29.237106323999996
1866,7.464,-29.307128906999992
1867,7.468,-29.381149292000003
1868,7.472,-29.470840455
1869,7.476,-29.531539917000003
1870,7.48,-29.586578369999984
1871,7.484,-29.654968261999983
1872,7.488,-29.723403931000007
1873,7.492,-29.80203247099999
1874,7.496,-29.838684083000004
1875,7.5,-29.933868408999984
1876,7.504,-29.992065429999997
1877,7.508,-30.075180053999986
1878,7.512,-30.15965270999999
1879,7.516,-30.217407226999995
1880,7.52,-30.257202148999994
1881,7.524,-30.32212829599999
1882,7.528,-30.379974366
1883,7.532,-30.440017700999988
